"","order","family_w_n","family","scientific_name","common_jp_name","coastal_fish","avr_identity","avr_lod","water_area","habitat","depth_s","depth_d","n_reads","freq"
"Taxa0503","Perciformes","402_Cirrhitidae","Cirrhitidae","Oxycirrhites typus","クダゴンベ","C","100","HIGH","S","reef-associated",0,100,"11",1
"Taxa0504","Perciformes","405_Cheilodactylidae","Cheilodactylidae","Cheilodactylus zebra","ミギマキ","C","100","HIGH","S","reef-associated",NA,NA,"42",1
"Taxa0505","Perciformes","405_Cheilodactylidae","Cheilodactylidae","Cheilodactylus zonatus","タカノハダイ","C","99.98","LOW","S","benthopelagic",NA,NA,"76886",409
"Taxa0506","Perciformes","405_Cheilodactylidae","Cheilodactylidae","U98.5_Cheilodactylus zonatus gotu1","タカノハダイと近縁な種","C","98.2","LOW","S","benthopelagic",NA,NA,"139",5
"Taxa0507","Perciformes","407_Cepolidae","Cepolidae","Acanthocepola indica","インドアカタチ","C","100","HIGH","S","benthopelagic",NA,300,"99",1
"Taxa0508","Perciformes","409_Cichlidae","Cichlidae","Etroplus suratensis","該当属名・和名なし","C","100","HIGH","B","benthopelagic",10,NA,"16",1
"Taxa0509","Perciformes","410_Embiotocidae","Embiotocidae","Ditrema jordani","アカタナゴ","C","100","HIGH","S","demersal",NA,NA,"758",14
"Taxa0510","Perciformes","410_Embiotocidae","Embiotocidae","Ditrema temminckii temminckii","ウミタナゴ","C","100","LOW",NA,NA,NA,NA,"116,929",241
"Taxa0511","Perciformes","410_Embiotocidae","Embiotocidae","Neoditrema ransonneti","オキタナゴ","C","99.96","HIGH",NA,NA,NA,NA,"1,589",14
"Taxa0512","Perciformes","410_Embiotocidae","Embiotocidae","U98.5_Ditrema jordani","アカタナゴと近縁な種","C","91.7","LOW","S","demersal",NA,NA,"13",1
"Taxa0513","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf bengalensis","テンジクスズメダイ","C","100","HIGH","S","reef-associated",1,6,"198",3
"Taxa0514","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf notatus","イソスズメダイ","C","100","HIGH","S","reef-associated",1,12,"128",6
"Taxa0515","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf saxatilis","オヤビッチャ属の種と近縁な種","C","98.8","LOW","S","reef-associated",0,20,"18",1
"Taxa0516","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf septemfasciatus","シチセンスズメダイ","C","100","HIGH","S","reef-associated",0,3,"39",1
"Taxa0517","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf sexfasciatus","ロクセンスズメダイ","C","99.99","LOW","S","reef-associated",1,20,"28100",138
"Taxa0518","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf sordidus","シマスズメダイ","C","99.96","HIGH","BS","reef-associated",0,3,"4,433",48
"Taxa0519","Perciformes","411_Pomacentridae","Pomacentridae","Abudefduf vaigiensis","オヤビッチャ","C","99.98","MODERATE","S","reef-associated",1,15,"14408",104
"Taxa0520","Perciformes","411_Pomacentridae","Pomacentridae","Chromis notata notata","スズメダイ","C","100","HIGH","S","reef-associated",2,15,"254",4
"Taxa0521","Perciformes","411_Pomacentridae","Pomacentridae","Chrysiptera biocellata","スジブチスズメダイ","C","100","LOW","S","reef-associated",0,5,"37",1
"Taxa0522","Perciformes","411_Pomacentridae","Pomacentridae","Plectroglyphidodon leucozonus","ハクセンスズメダイ","C","99.9","HIGH","S","reef-associated",0,6,"1069",18
"Taxa0523","Perciformes","411_Pomacentridae","Pomacentridae","Pomacentrus caeruleopunctatus","ソラスズメダイ属の種と近縁な種","C","99.99","LOW","S","reef-associated",7,10,"58,752",129
"Taxa0524","Perciformes","411_Pomacentridae","Pomacentridae","Pomacentrus pavo","クジャクスズメダイ","C","100","MODERATE","S","reef-associated",1,18,"70",1
"Taxa0525","Perciformes","411_Pomacentridae","Pomacentridae","Stegastes altus","セダカスズメダイ","C","99.91","HIGH","S","reef-associated",5,20,"13430",137
"Taxa0526","Perciformes","411_Pomacentridae","Pomacentridae","U98.5_Abudefduf saxatilis gotu1","オヤビッチャ属の種と近縁な種","C","97","LOW","S","reef-associated",0,20,"382",3
"Taxa0527","Perciformes","412_Labridae","Labridae","Bodianus izuensis","タヌキベラ","C","100","HIGH","S","reef-associated",30,70,"13",1
"Taxa0528","Perciformes","412_Labridae","Labridae","Bodianus oxycephalus","キツネダイ","C","100","HIGH","S","reef-associated",NA,NA,"312",2
"Taxa0529","Perciformes","412_Labridae","Labridae","Cheilinus fasciatus","ヤシャベラ","Ex","100","HIGH","S","reef-associated",4,60,"80",1
"Taxa0530","Perciformes","412_Labridae","Labridae","Choerodon azurio","イラ","C","100","HIGH","S","reef-associated",NA,NA,"95",4
"Taxa0531","Perciformes","412_Labridae","Labridae","Choerodon margaritiferus","ユウモドロベラ","Ex","100","HIGH","S","demersal",NA,72,"67",1
"Taxa0532","Perciformes","412_Labridae","Labridae","Halichoeres chloropterus","ハリコエレス・クロロプテルス","Ex","100","HIGH","S","reef-associated",0,10,"65",1
"Taxa0533","Perciformes","412_Labridae","Labridae","Halichoeres poecilopterus","キュウセン","C","99.99","MODERATE",NA,NA,NA,NA,"4337",66
"Taxa0534","Perciformes","412_Labridae","Labridae","Halichoeres tenuispinis","ホンベラ","C","100","HIGH","S","reef-associated",0,4,"16345",161
"Taxa0535","Perciformes","412_Labridae","Labridae","Labroides dimidiatus","ホンソメワケベラ","C","100","HIGH","S","reef-associated",1,40,"24",1
"Taxa0536","Perciformes","412_Labridae","Labridae","Pseudojuloides elongatus","オトヒメベラ","C","100","HIGH","S","reef-associated",5,50,"43",1
"Taxa0537","Perciformes","412_Labridae","Labridae","Pseudolabrus eoethinus","アカササノハベラ","C","99.99","HIGH","S","reef-associated",NA,NA,"31051",291
"Taxa0538","Perciformes","412_Labridae","Labridae","Pseudolabrus sieboldi","ホシササノハベラ","C","99.95","HIGH","S","demersal",NA,NA,"31,507",233
"Taxa0539","Perciformes","412_Labridae","Labridae","Pteragogus aurigarius","オハグロベラ","C","100","HIGH","S","reef-associated",NA,NA,"48",3
"Taxa0540","Perciformes","412_Labridae","Labridae","Semicossyphus reticulatus","カンダイ","C","99.99","HIGH","S","demersal",NA,NA,"5960",69
"Taxa0541","Perciformes","412_Labridae","Labridae","Stethojulis interrupta terina","カミナリベラ","C","99.99","HIGH","S","reef-associated",NA,18,"32639",227
"Taxa0542","Perciformes","412_Labridae","Labridae","Suezichthys gracilis","イトベラ","C","100","HIGH","S","reef-associated",NA,NA,"25",1
"Taxa0543","Perciformes","412_Labridae","Labridae","Thalassoma amblycephalum","コガシラベラ","C","100","MODERATE","S","reef-associated",1,15,"94",2
"Taxa0544","Perciformes","412_Labridae","Labridae","Thalassoma cupido","ニシキベラ","C","100","HIGH","S","demersal",NA,NA,"326773",436
"Taxa0545","Perciformes","412_Labridae","Labridae","Thalassoma lunare","オトメベラ","C","100","LOW","S","reef-associated",1,20,"285",5
"Taxa0546","Perciformes","412_Labridae","Labridae","Thalassoma lutescens","ヤマブキベラ","C","100","LOW","S","reef-associated",1,30,"218",4
"Taxa0547","Perciformes","412_Labridae","Labridae","Thalassoma quinquevittatum","ハコベラ","C","99.57","MODERATE","S","reef-associated",0,40,"300",7
"Taxa0548","Perciformes","412_Labridae","Labridae","Thalassoma trilobatum","リュウグウベラ","C","100","LOW","S","reef-associated",0,10,"228",5
"Taxa0549","Perciformes","412_Labridae","Labridae","U98.5_Stethojulis interrupta terina","カミナリベラと近縁な種","C","98.2","MODERATE","S","reef-associated",NA,18,"16",1
"Taxa0550","Perciformes","414_Scaridae","Scaridae","Calotomus japonicus","ブダイ","C","99.97","HIGH","S","reef-associated",NA,NA,"8,710",130
"Taxa0551","Perciformes","414_Scaridae","Scaridae","Calotomus spinidens","チビブダイ","C","100","HIGH","S","reef-associated",1,72,"16",1
"Taxa0552","Perciformes","414_Scaridae","Scaridae","Leptoscarus vaigiensis","タイワンブダイ","C","100","HIGH","S","reef-associated",1,15,"175",5
"Taxa0553","Perciformes","414_Scaridae","Scaridae","Scarus chameleon","カメレオンブダイ","C","99.7","LOW","S","reef-associated",3,30,"144",2
"Taxa0554","Perciformes","414_Scaridae","Scaridae","Scarus ovifrons","アオブダイ","C","100","HIGH","S","reef-associated",NA,NA,"67",4
"Taxa0555","Perciformes","416_Zoarcidae","Zoarcidae","Lycodes tanakae","タナカゲンゲ","Ex","100","LOW","S","bathydemersal",10,1100,"67",1
"Taxa0556","Perciformes","416_Zoarcidae","Zoarcidae","Lycodes teraoi","ヒナゲンゲ","Ex","100","MODERATE","S","demersal",NA,NA,"54",1
"Taxa0557","Perciformes","417_Stichaeidae","Stichaeidae","Dictyosoma burgeri Form a","ダイナンギンポa型","C","99.89","HIGH","S","demersal",NA,NA,"11,913",84
"Taxa0558","Perciformes","417_Stichaeidae","Stichaeidae","Dictyosoma rubrimaculatum","ベニツケギンポ","C","99.97","HIGH","S","reef-associated",NA,NA,"126831",365
"Taxa0559","Perciformes","417_Stichaeidae","Stichaeidae","Eumesogrammus praecisus","トゲギンポ","C","98.8","LOW","S","benthopelagic",5,400,"55",1
"Taxa0560","Perciformes","417_Stichaeidae","Stichaeidae","Opisthocentrus tenuis","ハナジロガジ","Ex","100","HIGH","S","demersal",1,300,"25",1
"Taxa0561","Perciformes","417_Stichaeidae","Stichaeidae","Zoarchias glaber","トビイトギンポ","C","99.94","HIGH","S","demersal",NA,NA,"30026",134
"Taxa0562","Perciformes","417_Stichaeidae","Stichaeidae","Zoarchias neglectus","コモンイトギンポ","C","100","HIGH","S","demersal",NA,NA,"76164",181
"Taxa0563","Perciformes","419_Pholidae","Pholidae","Pholis clemensi","タケギンポと同じ属の種","C","99.38","LOW","S","demersal",7,64,"2,406",27
"Taxa0564","Perciformes","419_Pholidae","Pholidae","Pholis crassispina","タケギンポ","C","100","HIGH","S","demersal",0,5,"636",4
"Taxa0565","Perciformes","419_Pholidae","Pholidae","Pholis nebulosa","ギンポ","C","99.62","LOW","S","demersal",0,200,"2990",19
"Taxa0566","Perciformes","433_Champsodontidae","Champsodontidae","Champsodon pantolepis","ヨロイワニギス","D","100","HIGH","S","bathydemersal",NA,406,"71",1
"Taxa0567","Perciformes","433_Champsodontidae","Champsodontidae","Champsodon snyderi","ワニギス","D","100","HIGH","S","demersal",NA,370,"96",3
"Taxa0568","Perciformes","433_Champsodontidae","Champsodontidae","Champsodon vorax","クロワニギスと同じ属の種","D","100","HIGH","S","demersal",34,84,"595",2
"Taxa0569","Perciformes","433_Champsodontidae","Champsodontidae","U98.5_Champsodon snyderi","ワニギスと近縁な種","D","94.7","HIGH","S","demersal",NA,370,"362",1
"Taxa0570","Perciformes","435_Pinguipedidae","Pinguipedidae","Parapercis diplospilus","アカトラギスと同じ属の種","C","99.4","HIGH","S","demersal",20,50,"41",1
"Taxa0571","Perciformes","435_Pinguipedidae","Pinguipedidae","Parapercis kentingensis","アカトラギスと同じ属の種","Ex","100","HIGH","S","benthopelagic",50,150,"21",1
"Taxa0572","Perciformes","435_Pinguipedidae","Pinguipedidae","Parapercis lutevittata","アカトラギスと同じ属の種","Ex","100","HIGH","S","demersal",50,100,"131",2
"Taxa0573","Perciformes","435_Pinguipedidae","Pinguipedidae","Parapercis pulchella","トラギス","C","100","HIGH","S","demersal",NA,NA,"20",1
"Taxa0574","Perciformes","435_Pinguipedidae","Pinguipedidae","Parapercis snyderi","コウライトラギス","C","100","HIGH","S","reef-associated",10,40,"162",5
"Taxa0575","Perciformes","437_Trichonotidae","Trichonotidae","Trichonotus setiger","ベラギンポ","C","100","HIGH","BS","reef-associated",10,80,"124",2
"Taxa0576","Perciformes","437_Trichonotidae","Trichonotidae","Trichonotus sp BSKU 65703","リュウグウベラギンポと同じ属の種","C","99.4","HIGH",NA,NA,NA,NA,"29",1
"Taxa0577","Perciformes","439_Percophidae","Percophidae","U98.5_Bembrops curvatura gotu1","ナミアイトラギスと近縁な種","D","87.97","LOW","S","demersal",100,280,"259",4
"Taxa0578","Perciformes","441_Ammodytidae","Ammodytidae","Ammodytes personatus","イカナゴ","C","99.7","LOW","S","demersal",0,172,"458",2
"Taxa0579","Perciformes","441_Ammodytidae","Ammodytidae","U98.5_Ammodytes hexapterus","キタイカナゴと近縁な種","C","95.2","LOW","BS","benthopelagic",0,275,"12",1
"Taxa0580","Perciformes","443_Uranoscopidae","Uranoscopidae","Uranoscopus chinensis","キビレミシマ","C","100","HIGH","S","benthopelagic",7,64,"59",2
"Taxa0581","Perciformes","443_Uranoscopidae","Uranoscopidae","Uranoscopus japonicus","ミシマオコゼ","D","99.94","HIGH","S","bathydemersal",250,300,"663",10
"Taxa0582","Perciformes","443_Uranoscopidae","Uranoscopidae","Uranoscopus sp KAUM I 94698","ミシマオコゼ属の一種","Ex","100","HIGH",NA,NA,NA,NA,"75",1
"Taxa0583","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius erythrosoma","ゴマフヘビギンポと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"24",1
"Taxa0584","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius etheostomus","ヘビギンポ","C","99.97","HIGH","S","demersal",0,21,"345006",378
"Taxa0585","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius fuscoventer","ゴマフヘビギンポと同じ属の種","C","100","LOW","S","reef-associated",0,5,"11",1
"Taxa0586","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius leucopunctatus","ハクテンヘビギンポ","C","99.85","HIGH","S","demersal",0,12,"127",4
"Taxa0587","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius philippinus","クサギンポ","C","100","HIGH","S","reef-associated",0,8,"17",1
"Taxa0588","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius phoenicosoma","ゴマフヘビギンポと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"709",12
"Taxa0589","Perciformes","445_Tripterygiidae","Tripterygiidae","Enneapterygius sp KAUM I 101347","ゴマフヘビギンポと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"39",1
"Taxa0590","Perciformes","445_Tripterygiidae","Tripterygiidae","Springerichthys bapturus","ヒメギンポ","C","100","HIGH","S","demersal",NA,NA,"13606",103
"Taxa0591","Perciformes","447_Blenniidae","Blenniidae","Andamia tetradactyla","ヨダレカケ","C","100","HIGH",NA,NA,NA,NA,"134",1
"Taxa0592","Perciformes","447_Blenniidae","Blenniidae","Cirripectes imitator","アミメミノカエルウオ","C","99.8","HIGH","S","reef-associated",0,10,"126",3
"Taxa0593","Perciformes","447_Blenniidae","Blenniidae","Entomacrodus caudofasciatus","アオモンギンポ","C","99.47","HIGH","S","reef-associated",0,3,"8507",46
"Taxa0594","Perciformes","447_Blenniidae","Blenniidae","Entomacrodus stellifer stellifer","ホシギンポ","C","100","HIGH","S","reef-associated",NA,NA,"160278",377
"Taxa0595","Perciformes","447_Blenniidae","Blenniidae","Entomacrodus striatus","スジギンポ","C","99.9","HIGH","S","reef-associated",0,3,"2573",29
"Taxa0596","Perciformes","447_Blenniidae","Blenniidae","Entomacrodus thalassinus","アオモンギンポと同じ属の種","C","99.77","HIGH","S","reef-associated",0,5,"2083",18
"Taxa0597","Perciformes","447_Blenniidae","Blenniidae","Istiblennius edentulus","ニセカエルウオ","C","99.67","LOW","BS","reef-associated",0,5,"4,277",29
"Taxa0598","Perciformes","447_Blenniidae","Blenniidae","Istiblennius enosimae","カエルウオ","C","99.99","MODERATE",NA,NA,NA,NA,"711100",409
"Taxa0599","Perciformes","447_Blenniidae","Blenniidae","Omobranchus elegans","ナベカ","C","99.99","HIGH","S","demersal",NA,NA,"101540",292
"Taxa0600","Perciformes","447_Blenniidae","Blenniidae","Omobranchus smithi","ナベカと同じ属の種","C","100","HIGH","S","demersal",NA,NA,"121",4
"Taxa0601","Perciformes","447_Blenniidae","Blenniidae","Parablennius yatabei","イソギンポ","C","99.97","HIGH","S","demersal",NA,NA,"131707",379
"Taxa0602","Perciformes","447_Blenniidae","Blenniidae","Petroscirtes breviceps","ニジギンポ","C","100","MODERATE","BS","reef-associated",1,15,"1048",21
"Taxa0603","Perciformes","447_Blenniidae","Blenniidae","Petroscirtes mitratus","ハタタテギンポ","C","100","HIGH","S","reef-associated",0,8,"840",10
"Taxa0604","Perciformes","447_Blenniidae","Blenniidae","Praealticus margaritarius","タマギンポ","C","100","HIGH","S","demersal",NA,NA,"71",1
"Taxa0605","Perciformes","447_Blenniidae","Blenniidae","Rhabdoblennius nitidus","ロウソクギンポ","C","100","HIGH","S","reef-associated",0,2,"391",6
"Taxa0606","Perciformes","447_Blenniidae","Blenniidae","Salarias luctuosus","シマギンポ","C","100","HIGH","S","reef-associated",NA,NA,"25",1
"Taxa0607","Perciformes","447_Blenniidae","Blenniidae","U98.5_Entomacrodus caudofasciatus","アオモンギンポと近縁な種","C","92.8","MODERATE","S","reef-associated",0,3,"59",1
"Taxa0608","Perciformes","447_Blenniidae","Blenniidae","U98.5_Entomacrodus striatus gotu1","スジギンポと近縁な種","C","90.4","LOW","S","reef-associated",0,3,"115",2
"Taxa0609","Perciformes","447_Blenniidae","Blenniidae","U98.5_Entomacrodus striatus gotu2","スジギンポと近縁な種","C","94.6","MODERATE","S","reef-associated",0,3,"194",4
"Taxa0610","Perciformes","447_Blenniidae","Blenniidae","U98.5_Entomacrodus thalassinus","アオモンギンポと同じ属の種と近縁な種","C","95.2","HIGH","S","reef-associated",0,5,"17",1
"Taxa0611","Perciformes","447_Blenniidae","Blenniidae","U98.5_Istiblennius edentulus gotu1","ニセカエルウオと近縁な種","C","91","LOW","BS","reef-associated",0,5,"279",3
"Taxa0612","Perciformes","447_Blenniidae","Blenniidae","U98.5_Istiblennius edentulus gotu2","ニセカエルウオと近縁な種","C","85.5","LOW","BS","reef-associated",0,5,"77",2
"Taxa0613","Perciformes","447_Blenniidae","Blenniidae","U98.5_Parablennius yatabei gotu1","イソギンポと近縁な種","C","95.82","MODERATE","S","demersal",NA,NA,"142",4
"Taxa0614","Perciformes","447_Blenniidae","Blenniidae","U98.5_Petroscirtes breviceps","ニジギンポと近縁な種","C","89.8","LOW","BS","reef-associated",1,15,"58",1
"Taxa0615","Perciformes","447_Blenniidae","Blenniidae","U98.5_Scartella cristata","タテガミギンポと近縁な種","C","97","HIGH","S","reef-associated",0,10,"26",1
"Taxa0616","Perciformes","450_Chaenopsidae","Chaenopsidae","Neoclinus bryope","コケギンポ","C","100","HIGH","S","demersal",NA,NA,"128423",238
"Taxa0617","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus bryope gotu1","コケギンポと近縁な種","C","89.35","LOW","S","demersal",NA,NA,"436",12
"Taxa0618","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu1","コケギンポと同じ属の種と近縁な種","C","93.88","LOW","S","reef-associated",NA,4,"8996",29
"Taxa0619","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu2","コケギンポと同じ属の種と近縁な種","C","93.12","LOW","S","reef-associated",NA,4,"24334",80
"Taxa0620","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu3","コケギンポと同じ属の種と近縁な種","C","92.3","LOW","S","reef-associated",NA,4,"2841",2
"Taxa0621","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu4","コケギンポと同じ属の種と近縁な種","C","94.32","MODERATE","S","reef-associated",NA,4,"369",4
"Taxa0622","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu5","コケギンポと同じ属の種と近縁な種","C","93.5","MODERATE","S","reef-associated",NA,4,"366",3
"Taxa0623","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu6","コケギンポと同じ属の種と近縁な種","C","93.58","LOW","S","reef-associated",NA,4,"608",6
"Taxa0624","Perciformes","450_Chaenopsidae","Chaenopsidae","U98.5_Neoclinus nudus gotu7","コケギンポと同じ属の種と近縁な種","C","92.9","LOW","S","reef-associated",NA,4,"12",1
"Taxa0625","Perciformes","452_Gobiesocidae","Gobiesocidae","Aspasma minima","ウバウオ","C","99.99","HIGH","S","demersal",NA,NA,"1653",58
"Taxa0626","Perciformes","452_Gobiesocidae","Gobiesocidae","Conidens laticephalus","アンコウウバウオ","C","99.99","HIGH","S","demersal",NA,NA,"6737",61
"Taxa0627","Perciformes","452_Gobiesocidae","Gobiesocidae","Lepadichthys frenatus","ミサキウバウオ","C","98.8","HIGH","S","reef-associated",1,6,"92",4
"Taxa0628","Perciformes","452_Gobiesocidae","Gobiesocidae","U98.5_Discotrema lineata","タスジウミシダウバウオと近縁な種","C","85.5","LOW",NA,NA,NA,NA,"60",1
"Taxa0629","Perciformes","452_Gobiesocidae","Gobiesocidae","U98.5_Lepadichthys frenatus gotu1","ミサキウバウオと近縁な種","C","90.3","LOW","S","reef-associated",1,6,"724",23
"Taxa0630","Perciformes","453_Callionymidae","Callionymidae","Callionymus enneactis","トビヌメリと同じ属の種","C","100","LOW","BS","reef-associated",1,15,"27",1
"Taxa0631","Perciformes","453_Callionymidae","Callionymidae","Callionymus guenther","トビヌメリと同じ属の種","C","100","MODERATE",NA,NA,NA,NA,"15",1
"Taxa0632","Perciformes","453_Callionymidae","Callionymidae","Calliurichthys izuensis","イズヌメリ","C","100","HIGH",NA,NA,NA,NA,"61",2
"Taxa0633","Perciformes","453_Callionymidae","Callionymidae","Paradiplogrammus enneactis","ハナビヌメリ","C","100","HIGH",NA,NA,NA,NA,"7",1
"Taxa0634","Perciformes","453_Callionymidae","Callionymidae","Repomucenus beniteguri","トビヌメリ","C","99.97","LOW",NA,NA,NA,NA,"931",22
"Taxa0635","Perciformes","453_Callionymidae","Callionymidae","Repomucenus curvicornis","ネズミゴチ","C","99.86","LOW",NA,NA,NA,NA,"1499",26
"Taxa0636","Perciformes","453_Callionymidae","Callionymidae","Repomucenus sp KAUM I 94720","トビヌメリと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"117",1
"Taxa0637","Perciformes","453_Callionymidae","Callionymidae","Repomucenus valenciennei","ハタタテヌメリ","C","100","HIGH",NA,NA,NA,NA,"65",2
"Taxa0638","Perciformes","453_Callionymidae","Callionymidae","U98.5_Callionymus meridionalis gotu1","トビヌメリと同じ属の種と近縁な種","C","87.18","LOW","S","demersal",NA,70,"160",5
"Taxa0639","Perciformes","453_Callionymidae","Callionymidae","U98.5_Calliurichthys izuensis gotu1","イズヌメリと近縁な種","C","91.32","LOW",NA,NA,NA,NA,"507",8
"Taxa0640","Perciformes","453_Callionymidae","Callionymidae","U98.5_Repomucenus valenciennei gotu1","ハタタテヌメリと近縁な種","C","97.5","HIGH",NA,NA,NA,NA,"26",1
"Taxa0641","Perciformes","453_Callionymidae","Callionymidae","U98.5_Repomucenus valenciennei gotu2","ハタタテヌメリと近縁な種","C","85.3","LOW",NA,NA,NA,NA,"25",1
"Taxa0642","Perciformes","456_Odontobutidae","Odontobutidae","Odontobutis obscura","ドンコ","F","100","HIGH","F","benthopelagic",NA,NA,"1202",13
"Taxa0643","Perciformes","456_Odontobutidae","Odontobutidae","Odontobutis potamophila","カラドンコ","Ex","99.7","HIGH","F","benthopelagic",NA,NA,"81",2
"Taxa0644","Perciformes","457_Eleotridae","Eleotridae","Bostrychus zonatus","ジャノメハゼと同じ属の種","Ex","100","HIGH","FB","demersal",NA,NA,"87",1
"Taxa0645","Perciformes","457_Eleotridae","Eleotridae","Eleotris oxycephala","カワアナゴ","C","100","HIGH","FBS","demersal",NA,NA,"73",1
"Taxa0646","Perciformes","460_Gobiidae","Gobiidae","Acanthogobius flavimanus","マハゼ","C","99.99","HIGH","FBS","demersal",1,6,"22188",104
"Taxa0647","Perciformes","460_Gobiidae","Gobiidae","Acanthogobius lactipes","アシシロハゼ","C","99.8","HIGH","FBS","demersal",NA,NA,"90",3
"Taxa0648","Perciformes","460_Gobiidae","Gobiidae","Acentrogobius multifasciatus","セイタカスジハゼ","C","100","HIGH","BS","demersal",NA,NA,"89",2
"Taxa0649","Perciformes","460_Gobiidae","Gobiidae","Acentrogobius pflaumii","モヨウハゼ","C","100","HIGH","BS","demersal",NA,NA,"157",5
"Taxa0650","Perciformes","460_Gobiidae","Gobiidae","Acentrogobius virgatulus","スジハゼ","C","100","HIGH",NA,NA,NA,NA,"485",12
"Taxa0651","Perciformes","460_Gobiidae","Gobiidae","Amblygobius phalaena","サラサハゼ","C","100","HIGH","S","reef-associated",NA,52,"31",1
"Taxa0652","Perciformes","460_Gobiidae","Gobiidae","Asterropteryx semipunctata","ホシハゼ","C","100","HIGH","S","reef-associated",1,20,"254",4
"Taxa0653","Perciformes","460_Gobiidae","Gobiidae","Astrabe lacticella","セジロハゼと同じ属の種","C","100","HIGH",NA,NA,NA,NA,"3380",29
"Taxa0654","Perciformes","460_Gobiidae","Gobiidae","Barbuligobius boehlkei","イトヒゲモジャハゼ","C","100","HIGH","S","demersal",1,15,"81",2
"Taxa0655","Perciformes","460_Gobiidae","Gobiidae","Bathygobius coalitus","クロヤハズハゼ","C","100","HIGH","S","reef-associated",0,5,"115",3
